ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	comentario.ComentarFiestaLocalDiagnosis	comentarfiestalocaldiagnosis	1590269780627	 	3.3.1
REQUEST	237		Login	1590269795355	1590269795357	OK	 
REQUEST	217		Login	1590269795355	1590269795357	OK	 
REQUEST	237		request_2	1590269795358	1590269795359	OK	 
REQUEST	550		Home	1590269795355	1590269795359	OK	 
REQUEST	217		request_2	1590269795358	1590269795360	OK	 
REQUEST	571		Home	1590269795355	1590269795361	OK	 
USER	ComentarLocal	572	START	1590269795391	1590269795391
REQUEST	572		Home	1590269795391	1590269795395	OK	 
USER	ComentarFiesta	551	START	1590269795402	1590269795402
REQUEST	551		Home	1590269795402	1590269795406	OK	 
REQUEST	238		Login	1590269795418	1590269795419	OK	 
REQUEST	238		request_2	1590269795420	1590269795421	OK	 
REQUEST	218		Login	1590269795418	1590269795421	OK	 
REQUEST	218		request_2	1590269795422	1590269795423	OK	 
USER	ComentarFiesta	552	START	1590269795449	1590269795449
USER	ComentarLocal	573	START	1590269795449	1590269795449
REQUEST	239		Login	1590269795449	1590269795452	OK	 
REQUEST	219		Login	1590269795449	1590269795452	OK	 
REQUEST	239		request_2	1590269795453	1590269795454	OK	 
REQUEST	219		request_2	1590269795453	1590269795454	OK	 
REQUEST	552		Home	1590269795449	1590269795456	OK	 
REQUEST	573		Home	1590269795450	1590269795456	OK	 
USER	ComentarLocal	574	START	1590269795496	1590269795496
USER	ComentarFiesta	553	START	1590269795496	1590269795496
REQUEST	574		Home	1590269795496	1590269795501	OK	 
REQUEST	553		Home	1590269795496	1590269795501	OK	 
REQUEST	220		Login	1590269795501	1590269795503	OK	 
REQUEST	240		Login	1590269795501	1590269795503	OK	 
REQUEST	240		request_2	1590269795504	1590269795504	OK	 
REQUEST	220		request_2	1590269795504	1590269795505	OK	 
USER	ComentarFiesta	554	START	1590269795553	1590269795553
USER	ComentarLocal	575	START	1590269795553	1590269795553
REQUEST	221		Login	1590269795553	1590269795557	OK	 
REQUEST	575		Home	1590269795553	1590269795559	OK	 
REQUEST	221		request_2	1590269795558	1590269795559	OK	 
REQUEST	554		Home	1590269795553	1590269795559	OK	 
REQUEST	241		Login	1590269795557	1590269795560	OK	 
REQUEST	241		request_2	1590269795561	1590269795562	OK	 
USER	ComentarLocal	576	START	1590269795584	1590269795584
REQUEST	576		Home	1590269795584	1590269795588	OK	 
USER	ComentarFiesta	555	START	1590269795600	1590269795600
REQUEST	555		Home	1590269795600	1590269795603	OK	 
REQUEST	222		Login	1590269795615	1590269795616	OK	 
REQUEST	242		Login	1590269795615	1590269795617	OK	 
REQUEST	242		request_2	1590269795617	1590269795618	OK	 
REQUEST	222		request_2	1590269795618	1590269795619	OK	 
USER	ComentarFiesta	556	START	1590269795631	1590269795631
USER	ComentarLocal	577	START	1590269795631	1590269795631
REQUEST	556		Home	1590269795631	1590269795635	OK	 
REQUEST	577		Home	1590269795631	1590269795635	OK	 
REQUEST	223		Login	1590269795651	1590269795652	OK	 
REQUEST	243		Login	1590269795651	1590269795652	OK	 
REQUEST	243		request_2	1590269795653	1590269795654	OK	 
REQUEST	223		request_2	1590269795653	1590269795654	OK	 
USER	ComentarFiesta	557	START	1590269795681	1590269795681
USER	ComentarLocal	578	START	1590269795681	1590269795681
REQUEST	557		Home	1590269795681	1590269795685	OK	 
REQUEST	578		Home	1590269795681	1590269795685	OK	 
REQUEST	224		Login	1590269795709	1590269795710	OK	 
REQUEST	244		Login	1590269795709	1590269795710	OK	 
REQUEST	224		request_2	1590269795711	1590269795713	OK	 
REQUEST	244		request_2	1590269795711	1590269795713	OK	 
USER	ComentarFiesta	558	START	1590269795740	1590269795740
USER	ComentarLocal	579	START	1590269795740	1590269795740
REQUEST	558		Home	1590269795741	1590269795746	OK	 
REQUEST	579		Home	1590269795741	1590269795746	OK	 
REQUEST	245		Login	1590269795756	1590269795757	OK	 
REQUEST	225		Login	1590269795756	1590269795757	OK	 
REQUEST	245		request_2	1590269795758	1590269795759	OK	 
REQUEST	225		request_2	1590269795758	1590269795759	OK	 
USER	ComentarFiesta	559	START	1590269795787	1590269795787
USER	ComentarLocal	580	START	1590269795787	1590269795787
REQUEST	559		Home	1590269795788	1590269795791	OK	 
REQUEST	580		Home	1590269795788	1590269795791	OK	 
REQUEST	226		Login	1590269795819	1590269795820	OK	 
REQUEST	246		Login	1590269795819	1590269795819	OK	 
USER	ComentarLocal	581	START	1590269795821	1590269795821
REQUEST	246		request_2	1590269795820	1590269795821	OK	 
REQUEST	226		request_2	1590269795820	1590269795824	OK	 
USER	ComentarFiesta	560	START	1590269795820	1590269795820
REQUEST	581		Home	1590269795821	1590269795827	OK	 
REQUEST	560		Home	1590269795824	1590269795829	OK	 
REQUEST	227		Login	1590269795866	1590269795867	OK	 
REQUEST	247		Login	1590269795866	1590269795868	OK	 
REQUEST	227		request_2	1590269795868	1590269795870	OK	 
REQUEST	247		request_2	1590269795869	1590269795871	OK	 
USER	ComentarFiesta	561	START	1590269795871	1590269795871
USER	ComentarLocal	582	START	1590269795871	1590269795871
REQUEST	582		Home	1590269795871	1590269795875	OK	 
REQUEST	561		Home	1590269795871	1590269795875	OK	 
REQUEST	228		Login	1590269795912	1590269795913	OK	 
REQUEST	248		Login	1590269795912	1590269795913	OK	 
REQUEST	228		request_2	1590269795914	1590269795915	OK	 
REQUEST	248		request_2	1590269795914	1590269795915	OK	 
USER	ComentarLocal	583	START	1590269795928	1590269795928
USER	ComentarFiesta	562	START	1590269795928	1590269795928
REQUEST	583		Home	1590269795928	1590269795932	OK	 
REQUEST	562		Home	1590269795928	1590269795932	OK	 
REQUEST	249		Login	1590269795959	1590269795960	OK	 
REQUEST	229		Login	1590269795959	1590269795961	OK	 
REQUEST	229		request_2	1590269795963	1590269795964	OK	 
REQUEST	249		request_2	1590269795961	1590269795964	OK	 
USER	ComentarLocal	584	START	1590269795975	1590269795975
USER	ComentarFiesta	563	START	1590269795975	1590269795975
REQUEST	584		Home	1590269795975	1590269795978	OK	 
REQUEST	563		Home	1590269795975	1590269795978	OK	 
USER	ComentarFiesta	564	START	1590269796011	1590269796011
USER	ComentarLocal	585	START	1590269796011	1590269796011
REQUEST	250		Login	1590269796011	1590269796012	OK	 
REQUEST	250		request_2	1590269796013	1590269796014	OK	 
REQUEST	230		Login	1590269796011	1590269796014	OK	 
REQUEST	230		request_2	1590269796015	1590269796016	OK	 
REQUEST	564		Home	1590269796011	1590269796016	OK	 
REQUEST	585		Home	1590269796011	1590269796016	OK	 
REQUEST	251		Login	1590269796053	1590269796054	OK	 
REQUEST	231		Login	1590269796053	1590269796054	OK	 
REQUEST	251		request_2	1590269796055	1590269796056	OK	 
REQUEST	231		request_2	1590269796055	1590269796056	OK	 
USER	ComentarFiesta	565	START	1590269796068	1590269796068
USER	ComentarLocal	586	START	1590269796068	1590269796068
REQUEST	586		Home	1590269796069	1590269796072	OK	 
REQUEST	565		Home	1590269796069	1590269796072	OK	 
REQUEST	252		Login	1590269796101	1590269796102	OK	 
REQUEST	232		Login	1590269796101	1590269796101	OK	 
REQUEST	232		request_2	1590269796102	1590269796103	OK	 
REQUEST	252		request_2	1590269796102	1590269796103	OK	 
USER	ComentarLocal	608	START	1590269796131	1590269796131
USER	ComentarFiesta	587	START	1590269796131	1590269796131
REQUEST	253		Login	1590269796131	1590269796133	OK	 
REQUEST	274		Login	1590269796131	1590269796133	OK	 
REQUEST	253		request_2	1590269796134	1590269796136	OK	 
REQUEST	274		request_2	1590269796135	1590269796136	OK	 
REQUEST	587		Home	1590269796131	1590269796137	OK	 
REQUEST	608		Home	1590269796131	1590269796137	OK	 
USER	ComentarFiesta	588	START	1590269796181	1590269796181
USER	ComentarLocal	609	START	1590269796181	1590269796181
REQUEST	254		Login	1590269796181	1590269796182	OK	 
REQUEST	275		Login	1590269796181	1590269796183	OK	 
REQUEST	254		request_2	1590269796183	1590269796185	OK	 
REQUEST	275		request_2	1590269796184	1590269796185	OK	 
REQUEST	588		Home	1590269796181	1590269796187	OK	 
REQUEST	609		Home	1590269796181	1590269796187	OK	 
USER	ComentarFiesta	589	START	1590269796225	1590269796225
USER	ComentarLocal	610	START	1590269796225	1590269796225
REQUEST	276		Login	1590269796225	1590269796228	OK	 
REQUEST	276		request_2	1590269796229	1590269796230	OK	 
REQUEST	610		Home	1590269796225	1590269796231	OK	 
REQUEST	589		Home	1590269796225	1590269796234	OK	 
REQUEST	255		Login	1590269796235	1590269796236	OK	 
REQUEST	255		request_2	1590269796237	1590269796239	OK	 
USER	ComentarFiesta	590	START	1590269796272	1590269796272
USER	ComentarLocal	611	START	1590269796272	1590269796272
REQUEST	277		Login	1590269796272	1590269796273	OK	 
REQUEST	256		Login	1590269796272	1590269796274	OK	 
REQUEST	256		request_2	1590269796275	1590269796276	OK	 
REQUEST	277		request_2	1590269796274	1590269796276	OK	 
REQUEST	590		Home	1590269796272	1590269796278	OK	 
REQUEST	611		Home	1590269796272	1590269796278	OK	 
USER	ComentarFiesta	591	START	1590269796321	1590269796321
USER	ComentarLocal	612	START	1590269796321	1590269796321
REQUEST	612		Home	1590269796321	1590269796324	OK	 
REQUEST	591		Home	1590269796321	1590269796324	OK	 
REQUEST	257		Login	1590269796334	1590269796335	OK	 
REQUEST	278		Login	1590269796334	1590269796335	OK	 
REQUEST	278		request_2	1590269796336	1590269796337	OK	 
REQUEST	257		request_2	1590269796336	1590269796337	OK	 
USER	ComentarLocal	613	START	1590269796381	1590269796381
USER	ComentarFiesta	592	START	1590269796381	1590269796381
REQUEST	279		Login	1590269796381	1590269796382	OK	 
REQUEST	258		Login	1590269796381	1590269796383	OK	 
REQUEST	258		request_2	1590269796384	1590269796385	OK	 
REQUEST	279		request_2	1590269796383	1590269796387	OK	 
REQUEST	592		Home	1590269796381	1590269796389	OK	 
REQUEST	613		Home	1590269796381	1590269796390	OK	 
USER	ComentarFiesta	593	START	1590269796412	1590269796412
USER	ComentarLocal	614	START	1590269796412	1590269796412
REQUEST	614		Home	1590269796412	1590269796416	OK	 
REQUEST	593		Home	1590269796412	1590269796416	OK	 
REQUEST	259		Login	1590269796428	1590269796429	OK	 
REQUEST	280		Login	1590269796428	1590269796429	OK	 
REQUEST	280		request_2	1590269796430	1590269796431	OK	 
REQUEST	259		request_2	1590269796430	1590269796431	OK	 
USER	ComentarFiesta	594	START	1590269796461	1590269796461
USER	ComentarLocal	615	START	1590269796461	1590269796461
REQUEST	594		Home	1590269796461	1590269796465	OK	 
REQUEST	615		Home	1590269796461	1590269796465	OK	 
REQUEST	260		Login	1590269796475	1590269796476	OK	 
REQUEST	281		Login	1590269796475	1590269796476	OK	 
REQUEST	281		request_2	1590269796477	1590269796478	OK	 
REQUEST	260		request_2	1590269796477	1590269796478	OK	 
USER	ComentarFiesta	595	START	1590269796511	1590269796511
USER	ComentarLocal	616	START	1590269796511	1590269796511
REQUEST	261		Login	1590269796511	1590269796512	OK	 
REQUEST	282		Login	1590269796511	1590269796513	OK	 
REQUEST	261		request_2	1590269796513	1590269796515	OK	 
REQUEST	282		request_2	1590269796514	1590269796515	OK	 
REQUEST	595		Home	1590269796511	1590269796517	OK	 
REQUEST	616		Home	1590269796511	1590269796519	OK	 
USER	ComentarLocal	617	START	1590269796565	1590269796565
USER	ComentarFiesta	596	START	1590269796565	1590269796565
REQUEST	283		Login	1590269796565	1590269796566	OK	 
REQUEST	262		Login	1590269796565	1590269796567	OK	 
REQUEST	283		request_2	1590269796567	1590269796569	OK	 
REQUEST	262		request_2	1590269796568	1590269796570	OK	 
REQUEST	596		Home	1590269796565	1590269796571	OK	 
REQUEST	617		Home	1590269796565	1590269796572	OK	 
USER	ComentarFiesta	597	START	1590269796601	1590269796601
USER	ComentarLocal	618	START	1590269796601	1590269796601
REQUEST	597		Home	1590269796601	1590269796604	OK	 
REQUEST	618		Home	1590269796601	1590269796604	OK	 
REQUEST	263		Login	1590269796612	1590269796613	OK	 
REQUEST	284		Login	1590269796612	1590269796613	OK	 
REQUEST	263		request_2	1590269796614	1590269796614	OK	 
REQUEST	284		request_2	1590269796614	1590269796614	OK	 
USER	ComentarFiesta	598	START	1590269796659	1590269796659
USER	ComentarLocal	619	START	1590269796659	1590269796659
REQUEST	285		Login	1590269796659	1590269796660	OK	 
REQUEST	264		Login	1590269796659	1590269796661	OK	 
REQUEST	264		request_2	1590269796662	1590269796664	OK	 
REQUEST	285		request_2	1590269796662	1590269796664	OK	 
REQUEST	619		Home	1590269796659	1590269796666	OK	 
REQUEST	598		Home	1590269796659	1590269796666	OK	 
USER	ComentarLocal	620	START	1590269796706	1590269796706
USER	ComentarFiesta	599	START	1590269796706	1590269796706
REQUEST	265		Login	1590269796706	1590269796707	OK	 
REQUEST	286		Login	1590269796706	1590269796708	OK	 
REQUEST	265		request_2	1590269796708	1590269796710	OK	 
REQUEST	286		request_2	1590269796709	1590269796710	OK	 
REQUEST	599		Home	1590269796706	1590269796712	OK	 
REQUEST	620		Home	1590269796706	1590269796712	OK	 
USER	ComentarLocal	621	START	1590269796753	1590269796753
USER	ComentarFiesta	600	START	1590269796753	1590269796753
REQUEST	287		Login	1590269796753	1590269796754	OK	 
REQUEST	266		Login	1590269796753	1590269796755	OK	 
REQUEST	287		request_2	1590269796755	1590269796757	OK	 
REQUEST	266		request_2	1590269796756	1590269796757	OK	 
REQUEST	600		Home	1590269796753	1590269796759	OK	 
REQUEST	621		Home	1590269796753	1590269796760	OK	 
USER	ComentarFiesta	601	START	1590269796799	1590269796799
USER	ComentarLocal	622	START	1590269796799	1590269796799
REQUEST	601		Home	1590269796800	1590269796803	OK	 
REQUEST	622		Home	1590269796800	1590269796803	OK	 
REQUEST	267		Login	1590269796815	1590269796816	OK	 
REQUEST	288		Login	1590269796815	1590269796816	OK	 
REQUEST	267		request_2	1590269796817	1590269796818	OK	 
REQUEST	288		request_2	1590269796817	1590269796818	OK	 
USER	ComentarFiesta	602	START	1590269796846	1590269796846
REQUEST	289		Login	1590269796846	1590269796847	OK	 
REQUEST	289		request_2	1590269796849	1590269796849	OK	 
USER	ComentarLocal	623	START	1590269796846	1590269796846
REQUEST	268		Login	1590269796846	1590269796850	OK	 
REQUEST	602		Home	1590269796847	1590269796852	OK	 
REQUEST	623		Home	1590269796847	1590269796852	OK	 
REQUEST	268		request_2	1590269796851	1590269796852	OK	 
USER	ComentarFiesta	603	START	1590269796893	1590269796893
USER	ComentarLocal	624	START	1590269796893	1590269796893
REQUEST	269		Login	1590269796893	1590269796894	OK	 
REQUEST	290		Login	1590269796893	1590269796897	OK	 
REQUEST	269		request_2	1590269796896	1590269796897	OK	 
REQUEST	290		request_2	1590269796898	1590269796899	OK	 
REQUEST	624		Home	1590269796894	1590269796901	OK	 
REQUEST	603		Home	1590269796894	1590269796901	OK	 
USER	ComentarLocal	625	START	1590269796951	1590269796951
USER	ComentarFiesta	604	START	1590269796951	1590269796951
REQUEST	270		Login	1590269796951	1590269796952	OK	 
REQUEST	291		Login	1590269796951	1590269796953	OK	 
REQUEST	270		request_2	1590269796953	1590269796954	OK	 
REQUEST	291		request_2	1590269796954	1590269796955	OK	 
REQUEST	604		Home	1590269796951	1590269796956	OK	 
REQUEST	625		Home	1590269796951	1590269796957	OK	 
USER	ComentarLocal	626	START	1590269796982	1590269796982
USER	ComentarFiesta	605	START	1590269796982	1590269796982
REQUEST	626		Home	1590269796982	1590269796985	OK	 
REQUEST	605		Home	1590269796982	1590269796985	OK	 
REQUEST	271		Login	1590269797001	1590269797001	OK	 
REQUEST	292		Login	1590269797001	1590269797001	OK	 
REQUEST	292		request_2	1590269797002	1590269797003	OK	 
REQUEST	271		request_2	1590269797002	1590269797003	OK	 
USER	ComentarFiesta	606	START	1590269797031	1590269797031
USER	ComentarLocal	627	START	1590269797031	1590269797031
REQUEST	293		Login	1590269797031	1590269797032	OK	 
REQUEST	293		request_2	1590269797033	1590269797034	OK	 
REQUEST	606		Home	1590269797031	1590269797036	OK	 
REQUEST	627		Home	1590269797032	1590269797036	OK	 
REQUEST	272		Login	1590269797044	1590269797045	OK	 
REQUEST	272		request_2	1590269797046	1590269797048	OK	 
USER	ComentarFiesta	607	START	1590269797091	1590269797091
USER	ComentarLocal	628	START	1590269797091	1590269797091
REQUEST	294		Login	1590269797091	1590269797093	OK	 
REQUEST	273		Login	1590269797091	1590269797093	OK	 
REQUEST	294		request_2	1590269797094	1590269797095	OK	 
REQUEST	273		request_2	1590269797094	1590269797095	OK	 
REQUEST	607		Home	1590269797092	1590269797096	OK	 
REQUEST	628		Home	1590269797092	1590269797096	OK	 
USER	ComentarFiesta	629	START	1590269797138	1590269797138
USER	ComentarLocal	650	START	1590269797138	1590269797138
REQUEST	316		Login	1590269797141	1590269797142	OK	 
REQUEST	629		Home	1590269797138	1590269797142	OK	 
REQUEST	650		Home	1590269797138	1590269797142	OK	 
REQUEST	295		Login	1590269797141	1590269797143	OK	 
REQUEST	316		request_2	1590269797142	1590269797143	OK	 
REQUEST	295		request_2	1590269797143	1590269797144	OK	 
USER	ComentarLocal	651	START	1590269797171	1590269797171
REQUEST	651		Home	1590269797171	1590269797174	OK	 
USER	ComentarFiesta	630	START	1590269797185	1590269797185
REQUEST	317		Login	1590269797185	1590269797186	OK	 
REQUEST	317		request_2	1590269797187	1590269797187	OK	 
REQUEST	630		Home	1590269797185	1590269797188	OK	 
REQUEST	296		Login	1590269797201	1590269797202	OK	 
REQUEST	296		request_2	1590269797203	1590269797203	OK	 
USER	ComentarFiesta	631	START	1590269797227	1590269797227
USER	ComentarLocal	652	START	1590269797227	1590269797227
REQUEST	631		Home	1590269797228	1590269797231	OK	 
REQUEST	652		Home	1590269797228	1590269797231	OK	 
REQUEST	297		Login	1590269797231	1590269797232	OK	 
REQUEST	318		Login	1590269797232	1590269797233	OK	 
REQUEST	297		request_2	1590269797233	1590269797233	OK	 
REQUEST	318		request_2	1590269797233	1590269797234	OK	 
USER	ComentarFiesta	632	START	1590269797274	1590269797274
USER	ComentarLocal	653	START	1590269797274	1590269797274
REQUEST	632		Home	1590269797274	1590269797278	OK	 
REQUEST	653		Home	1590269797274	1590269797278	OK	 
REQUEST	298		Login	1590269797290	1590269797291	OK	 
REQUEST	319		Login	1590269797290	1590269797291	OK	 
REQUEST	319		request_2	1590269797292	1590269797293	OK	 
