ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	EditarFiesta	editarfiesta	1591052609442	 	3.3.1
USER	AceptarLocal	3815	START	1591052619198	1591052619198
USER	EditarFiesta	3622	START	1591052619198	1591052619198
USER	AceptarLocal	3816	START	1591052619198	1591052619198
REQUEST	1616		Login	1591052619198	1591052619199	OK	 
REQUEST	1812		Login	1591052619198	1591052619199	OK	 
REQUEST	1813		Login	1591052619198	1591052619199	OK	 
REQUEST	1410		Login	1591052619198	1591052619199	OK	 
REQUEST	1815		Login	1591052619198	1591052619200	OK	 
REQUEST	1618		Login	1591052619198	1591052619200	OK	 
REQUEST	3622		Home	1591052619198	1591052619204	OK	 
REQUEST	3623		Home	1591052619198	1591052619204	OK	 
REQUEST	3816		Home	1591052619198	1591052619205	OK	 
REQUEST	3815		Home	1591052619198	1591052619205	OK	 
USER	AceptarLocal	3818	START	1591052619209	1591052619209
USER	EditarFiesta	3625	START	1591052619209	1591052619209
USER	EditarFiesta	3624	START	1591052619209	1591052619209
USER	AceptarLocal	3817	START	1591052619209	1591052619209
REQUEST	1617		Login	1591052619209	1591052619210	OK	 
REQUEST	1818		Login	1591052619209	1591052619211	OK	 
REQUEST	1816		Login	1591052619209	1591052619211	OK	 
REQUEST	1620		Login	1591052619209	1591052619211	OK	 
REQUEST	1619		Login	1591052619209	1591052619211	OK	 
REQUEST	1817		Login	1591052619209	1591052619212	OK	 
USER	EditarFiesta	3627	START	1591052619213	1591052619213
USER	AceptarLocal	3819	START	1591052619213	1591052619213
REQUEST	1621		Login	1591052619213	1591052619214	OK	 
USER	EditarFiesta	3626	START	1591052619213	1591052619213
USER	AceptarLocal	3820	START	1591052619213	1591052619213
REQUEST	1820		Login	1591052619213	1591052619216	OK	 
REQUEST	1622		Login	1591052619213	1591052619216	OK	 
REQUEST	1819		Login	1591052619213	1591052619217	OK	 
REQUEST	3818		Home	1591052619209	1591052619219	OK	 
REQUEST	3817		Home	1591052619209	1591052619221	OK	 
REQUEST	3627		Home	1591052619213	1591052619222	OK	 
REQUEST	3624		Home	1591052619209	1591052619222	OK	 
REQUEST	3819		Home	1591052619213	1591052619223	OK	 
REQUEST	3626		Home	1591052619213	1591052619223	OK	 
REQUEST	3625		Home	1591052619209	1591052619223	OK	 
REQUEST	3820		Home	1591052619215	1591052619223	OK	 
USER	AceptarLocal	3821	START	1591052619224	1591052619224
USER	EditarFiesta	3629	START	1591052619224	1591052619224
USER	EditarFiesta	3628	START	1591052619224	1591052619224
USER	AceptarLocal	3822	START	1591052619224	1591052619224
REQUEST	1821		Login	1591052619225	1591052619226	OK	 
REQUEST	1623		Login	1591052619225	1591052619227	OK	 
REQUEST	3822		Home	1591052619225	1591052619230	OK	 
REQUEST	3629		Home	1591052619225	1591052619230	OK	 
REQUEST	3821		Home	1591052619225	1591052619231	OK	 
REQUEST	3628		Home	1591052619225	1591052619231	OK	 
USER	EditarFiesta	3631	START	1591052619235	1591052619235
USER	EditarFiesta	3630	START	1591052619235	1591052619235
USER	AceptarLocal	3824	START	1591052619235	1591052619235
USER	AceptarLocal	3823	START	1591052619235	1591052619235
REQUEST	1624		Login	1591052619235	1591052619236	OK	 
REQUEST	1824		Login	1591052619235	1591052619236	OK	 
REQUEST	1822		Login	1591052619235	1591052619236	OK	 
REQUEST	1823		Login	1591052619235	1591052619236	OK	 
REQUEST	1626		Login	1591052619235	1591052619237	OK	 
REQUEST	1625		Login	1591052619235	1591052619237	OK	 
USER	AceptarLocal	3825	START	1591052619245	1591052619245
USER	EditarFiesta	3633	START	1591052619244	1591052619244
USER	EditarFiesta	3632	START	1591052619244	1591052619244
USER	AceptarLocal	3826	START	1591052619245	1591052619245
REQUEST	1826		Login	1591052619245	1591052619246	OK	 
REQUEST	1825		Login	1591052619245	1591052619247	OK	 
REQUEST	1628		Login	1591052619245	1591052619248	OK	 
REQUEST	1627		Login	1591052619245	1591052619248	OK	 
REQUEST	3630		Home	1591052619235	1591052619249	OK	 
REQUEST	3824		Home	1591052619235	1591052619249	OK	 
REQUEST	3823		Home	1591052619235	1591052619250	OK	 
REQUEST	3631		Home	1591052619235	1591052619252	OK	 
REQUEST	3826		Home	1591052619245	1591052619252	OK	 
REQUEST	3632		Home	1591052619245	1591052619252	OK	 
REQUEST	3825		Home	1591052619245	1591052619253	OK	 
REQUEST	3633		Home	1591052619245	1591052619254	OK	 
USER	AceptarLocal	3827	START	1591052619255	1591052619255
USER	EditarFiesta	3634	START	1591052619255	1591052619255
USER	AceptarLocal	3828	START	1591052619256	1591052619256
USER	EditarFiesta	3635	START	1591052619255	1591052619255
REQUEST	1630		Login	1591052619256	1591052619257	OK	 
REQUEST	1629		Login	1591052619256	1591052619258	OK	 
REQUEST	1828		Login	1591052619256	1591052619258	OK	 
REQUEST	1827		Login	1591052619256	1591052619259	OK	 
REQUEST	3634		Home	1591052619256	1591052619263	OK	 
REQUEST	3635		Home	1591052619257	1591052619264	OK	 
REQUEST	3827		Home	1591052619256	1591052619264	OK	 
REQUEST	3828		Home	1591052619256	1591052619265	OK	 
USER	EditarFiesta	3637	START	1591052619265	1591052619265
USER	AceptarLocal	3830	START	1591052619265	1591052619265
USER	AceptarLocal	3829	START	1591052619265	1591052619265
USER	EditarFiesta	3636	START	1591052619265	1591052619265
REQUEST	1632		Login	1591052619266	1591052619267	OK	 
REQUEST	1631		Login	1591052619266	1591052619267	OK	 
REQUEST	1830		Login	1591052619266	1591052619267	OK	 
REQUEST	1829		Login	1591052619266	1591052619268	OK	 
REQUEST	3830		Home	1591052619266	1591052619271	OK	 
REQUEST	3636		Home	1591052619266	1591052619271	OK	 
REQUEST	3637		Home	1591052619266	1591052619273	OK	 
REQUEST	3829		Home	1591052619266	1591052619273	OK	 
USER	AceptarLocal	3831	START	1591052619276	1591052619276
USER	AceptarLocal	3832	START	1591052619276	1591052619276
USER	EditarFiesta	3639	START	1591052619276	1591052619276
USER	EditarFiesta	3638	START	1591052619276	1591052619276
REQUEST	1832		Login	1591052619276	1591052619277	OK	 
REQUEST	1831		Login	1591052619276	1591052619278	OK	 
REQUEST	1633		Login	1591052619276	1591052619278	OK	 
REQUEST	1634		Login	1591052619276	1591052619278	OK	 
REQUEST	3831		Home	1591052619276	1591052619282	OK	 
REQUEST	3832		Home	1591052619276	1591052619282	OK	 
REQUEST	3639		Home	1591052619276	1591052619284	OK	 
REQUEST	3638		Home	1591052619276	1591052619284	OK	 
USER	AceptarLocal	3834	START	1591052619287	1591052619287
USER	EditarFiesta	3640	START	1591052619287	1591052619287
USER	EditarFiesta	3641	START	1591052619287	1591052619287
USER	AceptarLocal	3833	START	1591052619287	1591052619287
REQUEST	1635		Login	1591052619287	1591052619287	OK	 
REQUEST	1833		Login	1591052619287	1591052619288	OK	 
REQUEST	1834		Login	1591052619287	1591052619288	OK	 
REQUEST	1636		Login	1591052619287	1591052619288	OK	 
REQUEST	3641		Home	1591052619287	1591052619292	OK	 
REQUEST	3833		Home	1591052619287	1591052619293	OK	 
REQUEST	3834		Home	1591052619287	1591052619293	OK	 
REQUEST	3640		Home	1591052619287	1591052619294	OK	 
USER	AceptarLocal	3836	START	1591052619298	1591052619298
USER	EditarFiesta	3642	START	1591052619298	1591052619298
USER	AceptarLocal	3835	START	1591052619298	1591052619298
USER	EditarFiesta	3643	START	1591052619298	1591052619298
REQUEST	1637		Login	1591052619298	1591052619299	OK	 
REQUEST	1836		Login	1591052619298	1591052619299	OK	 
REQUEST	1835		Login	1591052619298	1591052619299	OK	 
REQUEST	1638		Login	1591052619298	1591052619299	OK	 
REQUEST	3642		Home	1591052619298	1591052619303	OK	 
REQUEST	3643		Home	1591052619298	1591052619303	OK	 
REQUEST	3836		Home	1591052619298	1591052619304	OK	 
REQUEST	3835		Home	1591052619298	1591052619304	OK	 
USER	AceptarLocal	3837	START	1591052619308	1591052619308
USER	EditarFiesta	3645	START	1591052619308	1591052619308
USER	AceptarLocal	3838	START	1591052619308	1591052619308
USER	EditarFiesta	3644	START	1591052619308	1591052619308
REQUEST	1838		Login	1591052619308	1591052619309	OK	 
REQUEST	1837		Login	1591052619308	1591052619310	OK	 
REQUEST	1639		Login	1591052619308	1591052619310	OK	 
REQUEST	1640		Login	1591052619308	1591052619310	OK	 
REQUEST	3838		Home	1591052619308	1591052619313	OK	 
REQUEST	3645		Home	1591052619308	1591052619313	OK	 
REQUEST	3837		Home	1591052619308	1591052619314	OK	 
REQUEST	3644		Home	1591052619308	1591052619314	OK	 
USER	EditarFiesta	3647	START	1591052619319	1591052619319
USER	EditarFiesta	3646	START	1591052619319	1591052619319
USER	AceptarLocal	3839	START	1591052619319	1591052619319
USER	AceptarLocal	3840	START	1591052619319	1591052619319
REQUEST	1643		Login	1591052619319	1591052619320	OK	 
REQUEST	1839		Login	1591052619319	1591052619320	OK	 
REQUEST	1842		Login	1591052619319	1591052619321	OK	 
REQUEST	1840		Login	1591052619319	1591052619321	OK	 
REQUEST	1841		Login	1591052619319	1591052619321	OK	 
REQUEST	1642		Login	1591052619319	1591052619321	OK	 
REQUEST	1641		Login	1591052619319	1591052619321	OK	 
USER	AceptarLocal	3841	START	1591052619323	1591052619323
USER	EditarFiesta	3649	START	1591052619323	1591052619323
USER	EditarFiesta	3648	START	1591052619323	1591052619323
USER	AceptarLocal	3842	START	1591052619323	1591052619323
REQUEST	1644		Login	1591052619323	1591052619324	OK	 
REQUEST	3839		Home	1591052619319	1591052619326	OK	 
REQUEST	3647		Home	1591052619319	1591052619326	OK	 
REQUEST	3646		Home	1591052619319	1591052619329	OK	 
REQUEST	3840		Home	1591052619319	1591052619330	OK	 
REQUEST	3648		Home	1591052619323	1591052619331	OK	 
REQUEST	3649		Home	1591052619323	1591052619332	OK	 
REQUEST	3842		Home	1591052619323	1591052619332	OK	 
REQUEST	3841		Home	1591052619323	1591052619333	OK	 
USER	EditarFiesta	3650	START	1591052619333	1591052619333
USER	EditarFiesta	3651	START	1591052619333	1591052619333
USER	AceptarLocal	3843	START	1591052619333	1591052619333
USER	AceptarLocal	3844	START	1591052619333	1591052619333
REQUEST	1645		Login	1591052619333	1591052619335	OK	 
REQUEST	1844		Login	1591052619333	1591052619335	OK	 
REQUEST	1646		Login	1591052619333	1591052619335	OK	 
REQUEST	1843		Login	1591052619333	1591052619335	OK	 
REQUEST	3843		Home	1591052619334	1591052619339	OK	 
REQUEST	3650		Home	1591052619333	1591052619339	OK	 
REQUEST	3844		Home	1591052619334	1591052619340	OK	 
REQUEST	3651		Home	1591052619334	1591052619340	OK	 
USER	EditarFiesta	3653	START	1591052619343	1591052619343
USER	AceptarLocal	3846	START	1591052619343	1591052619343
USER	AceptarLocal	3845	START	1591052619343	1591052619343
USER	EditarFiesta	3652	START	1591052619343	1591052619343
REQUEST	1846		Login	1591052619343	1591052619344	OK	 
REQUEST	1647		Login	1591052619343	1591052619346	OK	 
REQUEST	1845		Login	1591052619343	1591052619346	OK	 
REQUEST	1648		Login	1591052619343	1591052619346	OK	 
REQUEST	3845		Home	1591052619343	1591052619350	OK	 
REQUEST	3653		Home	1591052619343	1591052619350	OK	 
REQUEST	3652		Home	1591052619344	1591052619351	OK	 
REQUEST	3846		Home	1591052619343	1591052619351	OK	 
USER	EditarFiesta	3655	START	1591052619354	1591052619354
USER	AceptarLocal	3847	START	1591052619354	1591052619354
USER	AceptarLocal	3848	START	1591052619354	1591052619354
USER	EditarFiesta	3654	START	1591052619354	1591052619354
REQUEST	1848		Login	1591052619354	1591052619355	OK	 
REQUEST	1847		Login	1591052619354	1591052619356	OK	 
REQUEST	1649		Login	1591052619354	1591052619356	OK	 
REQUEST	1650		Login	1591052619354	1591052619356	OK	 
REQUEST	3847		Home	1591052619354	1591052619359	OK	 
REQUEST	3654		Home	1591052619354	1591052619360	OK	 
REQUEST	3848		Home	1591052619354	1591052619361	OK	 
REQUEST	3655		Home	1591052619354	1591052619361	OK	 
USER	AceptarLocal	3849	START	1591052619365	1591052619365
USER	EditarFiesta	3657	START	1591052619365	1591052619365
USER	AceptarLocal	3850	START	1591052619365	1591052619365
USER	EditarFiesta	3656	START	1591052619365	1591052619365
REQUEST	1652		Login	1591052619365	1591052619366	OK	 
REQUEST	1850		Login	1591052619365	1591052619367	OK	 
REQUEST	1849		Login	1591052619365	1591052619367	OK	 
REQUEST	1651		Login	1591052619365	1591052619367	OK	 
REQUEST	3850		Home	1591052619365	1591052619371	OK	 
REQUEST	3657		Home	1591052619365	1591052619371	OK	 
REQUEST	3849		Home	1591052619365	1591052619371	OK	 
REQUEST	3656		Home	1591052619365	1591052619372	OK	 
USER	EditarFiesta	3659	START	1591052619375	1591052619375
USER	EditarFiesta	3658	START	1591052619375	1591052619375
USER	AceptarLocal	3852	START	1591052619375	1591052619375
USER	AceptarLocal	3851	START	1591052619375	1591052619375
REQUEST	1653		Login	1591052619375	1591052619376	OK	 
REQUEST	1851		Login	1591052619375	1591052619376	OK	 
REQUEST	1852		Login	1591052619375	1591052619376	OK	 
REQUEST	1654		Login	1591052619375	1591052619376	OK	 
REQUEST	3852		Home	1591052619375	1591052619381	OK	 
REQUEST	3658		Home	1591052619375	1591052619381	OK	 
REQUEST	3659		Home	1591052619375	1591052619382	OK	 
REQUEST	3851		Home	1591052619375	1591052619383	OK	 
USER	AceptarLocal	3853	START	1591052619386	1591052619386
USER	AceptarLocal	3854	START	1591052619386	1591052619386
USER	EditarFiesta	3661	START	1591052619386	1591052619386
USER	EditarFiesta	3660	START	1591052619386	1591052619386
REQUEST	1853		Login	1591052619386	1591052619387	OK	 
REQUEST	1656		Login	1591052619386	1591052619387	OK	 
REQUEST	1655		Login	1591052619386	1591052619387	OK	 
REQUEST	1854		Login	1591052619386	1591052619387	OK	 
REQUEST	3661		Home	1591052619386	1591052619391	OK	 
REQUEST	3660		Home	1591052619386	1591052619391	OK	 
REQUEST	3854		Home	1591052619386	1591052619392	OK	 
REQUEST	3853		Home	1591052619386	1591052619392	OK	 
USER	AceptarLocal	3855	START	1591052619397	1591052619397
USER	EditarFiesta	3663	START	1591052619397	1591052619397
USER	EditarFiesta	3662	START	1591052619397	1591052619397
USER	AceptarLocal	3856	START	1591052619397	1591052619397
REQUEST	1658		Login	1591052619397	1591052619398	OK	 
REQUEST	1855		Login	1591052619397	1591052619398	OK	 
REQUEST	1657		Login	1591052619397	1591052619398	OK	 
REQUEST	1856		Login	1591052619397	1591052619398	OK	 
REQUEST	3663		Home	1591052619397	1591052619402	OK	 
REQUEST	3855		Home	1591052619397	1591052619403	OK	 
REQUEST	3856		Home	1591052619397	1591052619403	OK	 
REQUEST	3662		Home	1591052619397	1591052619405	OK	 
USER	EditarFiesta	3665	START	1591052619407	1591052619407
USER	AceptarLocal	3857	START	1591052619407	1591052619407
USER	EditarFiesta	3664	START	1591052619407	1591052619407
USER	AceptarLocal	3858	START	1591052619407	1591052619407
REQUEST	1857		Login	1591052619407	1591052619408	OK	 
REQUEST	1660		Login	1591052619407	1591052619409	OK	 
REQUEST	1858		Login	1591052619407	1591052619409	OK	 
REQUEST	1659		Login	1591052619407	1591052619409	OK	 
REQUEST	3664		Home	1591052619407	1591052619413	OK	 
REQUEST	3858		Home	1591052619407	1591052619414	OK	 
REQUEST	3857		Home	1591052619407	1591052619415	OK	 
REQUEST	3665		Home	1591052619407	1591052619415	OK	 
USER	AceptarLocal	3859	START	1591052619417	1591052619417
USER	EditarFiesta	3667	START	1591052619417	1591052619417
USER	AceptarLocal	3860	START	1591052619417	1591052619417
USER	EditarFiesta	3666	START	1591052619417	1591052619417
REQUEST	1661		Login	1591052619417	1591052619417	OK	 
REQUEST	1859		Login	1591052619417	1591052619418	OK	 
REQUEST	1860		Login	1591052619417	1591052619418	OK	 
REQUEST	1662		Login	1591052619417	1591052619418	OK	 
REQUEST	3666		Home	1591052619417	1591052619422	OK	 
REQUEST	3667		Home	1591052619417	1591052619422	OK	 
REQUEST	3860		Home	1591052619417	1591052619423	OK	 
REQUEST	3859		Home	1591052619417	1591052619423	OK	 
USER	AceptarLocal	3862	START	1591052619428	1591052619428
USER	EditarFiesta	3669	START	1591052619428	1591052619428
USER	AceptarLocal	3861	START	1591052619428	1591052619428
USER	EditarFiesta	3668	START	1591052619428	1591052619428
REQUEST	1862		Login	1591052619428	1591052619429	OK	 
REQUEST	1861		Login	1591052619428	1591052619430	OK	 
REQUEST	1663		Login	1591052619428	1591052619430	OK	 
REQUEST	1664		Login	1591052619428	1591052619430	OK	 
REQUEST	3669		Home	1591052619428	1591052619433	OK	 
REQUEST	3668		Home	1591052619428	1591052619433	OK	 
REQUEST	3861		Home	1591052619428	1591052619435	OK	 
REQUEST	3862		Home	1591052619428	1591052619435	OK	 
USER	EditarFiesta	3671	START	1591052619439	1591052619439
USER	AceptarLocal	3864	START	1591052619439	1591052619439
USER	AceptarLocal	3863	START	1591052619439	1591052619439
USER	EditarFiesta	3670	START	1591052619439	1591052619439
REQUEST	1666		Login	1591052619439	1591052619440	OK	 
REQUEST	1864		Login	1591052619439	1591052619440	OK	 
REQUEST	1863		Login	1591052619439	1591052619440	OK	 
REQUEST	1665		Login	1591052619439	1591052619440	OK	 
USER	AceptarLocal	3866	START	1591052619443	1591052619443
USER	EditarFiesta	3672	START	1591052619443	1591052619443
USER	EditarFiesta	3673	START	1591052619443	1591052619443
USER	AceptarLocal	3865	START	1591052619443	1591052619443
REQUEST	1668		Login	1591052619443	1591052619445	OK	 
REQUEST	1667		Login	1591052619443	1591052619446	OK	 
REQUEST	1866		Login	1591052619443	1591052619446	OK	 
REQUEST	1865		Login	1591052619443	1591052619446	OK	 
REQUEST	3671		Home	1591052619439	1591052619448	OK	 
REQUEST	3670		Home	1591052619439	1591052619449	OK	 
REQUEST	3864		Home	1591052619439	1591052619451	OK	 
REQUEST	3672		Home	1591052619443	1591052619452	OK	 
REQUEST	3673		Home	1591052619443	1591052619452	OK	 
REQUEST	3863		Home	1591052619439	1591052619453	OK	 
REQUEST	3865		Home	1591052619444	1591052619453	OK	 
REQUEST	3866		Home	1591052619443	1591052619453	OK	 
USER	EditarFiesta	3675	START	1591052619454	1591052619454
USER	AceptarLocal	3867	START	1591052619454	1591052619454
USER	AceptarLocal	3868	START	1591052619454	1591052619454
USER	EditarFiesta	3674	START	1591052619455	1591052619455
REQUEST	1868		Login	1591052619454	1591052619456	OK	 
REQUEST	1669		Login	1591052619454	1591052619456	OK	 
REQUEST	1670		Login	1591052619454	1591052619456	OK	 
REQUEST	1867		Login	1591052619454	1591052619456	OK	 
REQUEST	3675		Home	1591052619454	1591052619460	OK	 
REQUEST	3674		Home	1591052619455	1591052619460	OK	 
REQUEST	3868		Home	1591052619455	1591052619462	OK	 
REQUEST	3867		Home	1591052619454	1591052619462	OK	 
USER	EditarFiesta	3677	START	1591052619464	1591052619464
USER	AceptarLocal	3870	START	1591052619464	1591052619464
USER	EditarFiesta	3676	START	1591052619464	1591052619464
USER	AceptarLocal	3869	START	1591052619465	1591052619465
REQUEST	1674		Login	1591052619464	1591052619465	OK	 
REQUEST	1673		Login	1591052619464	1591052619466	OK	 
REQUEST	1870		Login	1591052619464	1591052619466	OK	 
REQUEST	1871		Login	1591052619464	1591052619466	OK	 
REQUEST	1869		Login	1591052619464	1591052619466	OK	 
REQUEST	1671		Login	1591052619464	1591052619467	OK	 
REQUEST	1672		Login	1591052619464	1591052619467	OK	 
REQUEST	1872		Login	1591052619464	1591052619467	OK	 
REQUEST	3677		Home	1591052619464	1591052619470	OK	 
REQUEST	3870		Home	1591052619464	1591052619471	OK	 
REQUEST	3676		Home	1591052619464	1591052619472	OK	 
REQUEST	3869		Home	1591052619465	1591052619472	OK	 
USER	EditarFiesta	3679	START	1591052619474	1591052619474
USER	EditarFiesta	3678	START	1591052619474	1591052619474
USER	AceptarLocal	3872	START	1591052619474	1591052619474
USER	AceptarLocal	3871	START	1591052619474	1591052619474
REQUEST	3678		Home	1591052619474	1591052619479	OK	 
REQUEST	3871		Home	1591052619474	1591052619479	OK	 
REQUEST	3872		Home	1591052619474	1591052619479	OK	 
REQUEST	3679		Home	1591052619474	1591052619481	OK	 
